"site","job_url","job_url_direct","title","company","location","job_type","date_posted","interval","min_amount","max_amount","currency","is_remote","emails","description","company_url","company_url_direct","company_addresses","company_industry","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009230520992","","AE-Python API Developer-Senior-GDSN04","EY","Bengaluru","","2024-04-10","yearly",197000.0,662500.0,"INR",False,"","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

 **JD**

* Strong development experience on python
* API development experience in a python-based framework: (FastAPI, Flask, Django)
* Debugging in a python IDE (pycharm, vscode)
* Object Mapping Experience (SQLAlechemy, Alembic)
* Concepts on Multi-threading, Multi-processing, Async IO
* AWS experience (EC2, S3, RDS, Lambdas, SQS, AWS SDK, Boto 3 Library)
* AWS Experience (Compute, Storage, NW, Security)
* Testing (Unit testing, Integration Testing with Pytest)
* Build/Set up Continuous Integration Specific to Python, Continuous development and Continuous deployment pipeline, Experience desired on Pylint, flake8, black, pre-commit etc.
* Git and CI/CD (Jenkins Cloudbees preferably)
* IaaC, Monitoring and Observability, (Terraform, Sonarqube, CloudWatch)
* OpenAPI, Design, Testing, Implementation, and Documentation.
* Knowledge on microservices or service oriented architecture.
* End to end development experience till deployment in production environment
* Docker and Kubernetes knowledge and work experience
* Relational Databases (PostgreSQL)
* Experience with data anyalitics python stack (Numpy, Pandas, ...)
* Working experience in Agile Scrum Environments.
* Experience with devops implementation and maintenance
* Experience with front end development in react.

 **EY | Building a better working world**

  

  

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

  

  

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

  

  

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.","https://www.glassdoor.co.in/Overview/W-EI_IE2784.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009227728009","","Python (Programming Language)-AI / ML Engineer","Accenture","Bengaluru","","2024-04-09","","","","",False,"","**Project Role :**  

AI / ML Engineer
  
  

**Project Role Description :**  

Develops applications and systems that utilize AI tools, Cloud AI services, with proper cloud or on-prem application pipeline with production ready quality. Be able to apply GenAI models as part of the solution. Could also include but not limited to deep learning, neural networks, chatbots, image processing.
  
  

**Must have skills :**  

Python (Programming Language)
  
  

**Good to have skills :**  

NA
  
  

Minimum
  
3 year(s) of experience is required
  
  

**Educational Qualification :**  

BE
  
  

**Key Reponsibilities :**  

Strong exposure to Python/R programming language with exposure to NLP and ML packages with proper coding standards Able to design/develop/customize the solution and deliver within deadline
  
  

**Technical Experience :**  

1Pyspark Developer 2Word Embedding, Feature Engineering, Text Similarity Sentiment Analysis, Text Classification Clustering, Search Indexing Fuzzy Matching
  
  

**Professional Attributes :**  

good team handling skills good in verbal communication
  
  

NA","https://www.glassdoor.co.in/Overview/W-EI_IE4138.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009227694724","","Full Stack Developer","CityGreens","Bengaluru","","2024-04-09","monthly",30000.0,30000.0,"INR",False,"","### **Job Information**


Industry


**Technology**Work Experience


**1-3 years**Salary


**30000**City


**Bangalore South**State/Province


**Karnataka**Country


**India**Zip/Postal Code


**560050**### **Job Description**


**Job Description:** We are seeking a skilled Full Stack Developer to join our team. The ideal candidate will have a strong foundation in both front-end and back-end development, capable of creating efficient and scalable web applications.

 **Key Responsibilities:**

  

* Develop and maintain web applications using a variety of technologies and frameworks.
* Collaborate with cross-functional teams to define, design, and ship new features.
* Ensure the performance, quality, and responsiveness of applications.
* Identify and correct bottlenecks and fix bugs.
* Help maintain code quality, organization, and automatization.

 **Required Skills:**

  

* Proficient in front-end technologies, such as JavaScript, HTML5, and CSS3.
* Strong understanding of server-side languages like Python, Ruby, Java, PHP, .Net, etc.
* Experience with database technology such as MySQL, Oracle, and MongoDB.
* Familiarity with web frameworks (e.g., Angular, React, Node.js).
* Knowledge of code versioning tools such as Git.
* Excellent problem-solving skills and attention to detail.

 **Qualifications:**

  

* Bachelor's degree in Computer Science, Engineering or a related field.
* Minimum 2 years of experience in full-stack development.
* A portfolio of projects showcasing your skills (include links if available).

### **Benefits**


It is a start-up. There will be chances to earn E-Sops for the right candidate who understands startup work culture.","https://www.glassdoor.co.in/Overview/W-EI_IE1181718.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009227728046","","Application Developer","Accenture","Bengaluru","","2024-04-09","","","","",False,"","**Project Role :** Application Developer  

**Project Role Description :** Design, build and configure applications to meet business process and application requirements.
  

**Must have skills :** Python (Programming Language)  

**Good to have skills :** NA  

Minimum **3** year(s) of experience is required  

**Educational Qualification :** 15 years of full time education  

  

Summary: As an Application Developer, you will be responsible for designing, building, and configuring applications to meet business process and application requirements using Python. Your typical day will involve working with Python, developing and testing applications, and collaborating with cross-functional teams to ensure successful project delivery. Roles & Responsibilities: - Design, build, and configure applications to meet business process and application requirements using Python. - Develop and test applications to ensure high-quality deliverables. - Collaborate with cross-functional teams to ensure successful project delivery. - Troubleshoot and debug applications to ensure smooth functioning. Professional & Technical Skills: - Proficiency in Python. - Experience in designing, building, and configuring applications using Python. - Strong understanding of software development life cycle (SDLC) and agile methodologies. - Experience in troubleshooting and debugging applications. - Experience in working with databases such as MySQL, Oracle, or SQL Server. Additional Information: - The candidate should have a minimum of 3 years of experience in Python. - The ideal candidate will possess a strong educational background in computer science or a related field, along with a proven track record of delivering impactful solutions. - This position is based at our Bengaluru office.


  

15 years of full time education","https://www.glassdoor.co.in/Overview/W-EI_IE4138.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009227754587","","Software Engineer, QA","Qt Group","Bengaluru","","2024-04-09","yearly",500000.0,811030.0,"INR",False,"","#### **About the Job:**


We are looking for an experienced **Test Automation Engineer** to join our **Qt Professional Services** team, who has ambition to drive automated testing to a new level. The location of this position is Bangalore, India.


**In this role you would be helping our customers on improving their test automation solutions and implementing new ones from scratch.**


#### **You will**


* are an excellent team player
* seek out new ideas and ways to do things better
* are self-motivated and will reach out for support in case needed
* understand the tools and processes needed for modern test automation
* have experience from test automation frameworks like Squish and Robot Framework
* know Python, Java, JavaScript, Go, Perl, or other programming or scripting languages
* are familiar with Software Version control systems, like git

#### **About you:**


* have used development tools for code coverage, static analysis
* have experience with continuous integration systems
* already know some Qt
* are familiar with C++ and object-oriented concepts

#### **Why Qt?**


We offer a highly international workplace with uniquely skilled people from all around the world and ability to contribute to the cutting-edge technologies and products. Some of our benefits:


* Flexible hours that support work/life balance
* A family friendly, international, diverse, sociable workplace where learning is valued
* Opportunity to conquer the world from within core of one of the largest global SW developer communities and learn from the world class experts

#### **Be yourself at Qt**


At Qt, we appreciate the individual differences of our employees and aim to promote diversity through all our practices. We provide a workplace that generates equal opportunities regardless of gender, religion, national origin, age, disabilities, and any other factors. We have unique product, but our people make us exceptional. We strongly encourage people from all groups to apply – we welcome you as you are.


We would like to know more about you – please submit your application as soon as possible!


#### **About Qt**


***Qt Group*** *(Nasdaq Helsinki: QTCOM) is a global software company, trusted by industry leaders and over 1.5 million developers worldwide to create applications and smart devices that users love. We help our customers to increase productivity through the entire product development lifecycle - from UI design and software development to quality management and deployment.*


*Our customers are in more than 70 different industries in over 180 countries. Qt Group is headquartered in Espoo, Finland, and employs almost 700 people globally. To learn more, visit www.qt.io (https://www.qt.io/).*","https://www.glassdoor.co.in/Overview/W-EI_IE243451.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009228323181","","Senior Python Developer","Bluevine - India","Bengaluru","","2024-04-09","yearly",350000.0,675000.0,"INR",False,"","BlueVine is looking for candidates with solid analytical thinking and great coding skills to join our team. In this role, you will work closely with the Data Science, Data Engineering and Analytics teams to help support their processes through developing features for analytical decisions and ML models, building data processing pipelines, developing monitoring tools, and more.



What You'll Do:


* Support development efforts by developing data products in collaboration with the Data Science and Analytics teams
* Design and develop data and model monitoring tools - producing automated reports, dashboards, and visualizations
* Design and implement statistical model validation tools to be used across the board by our Data Science and Analytics teams
* Support research efforts by doing data dives and producing reports, graphs and recommendations based on the observed data


What We Look For:

  

* +5 years of Hands-on experience programming in Python
* BSc/ BA in Computer Science or related field or comparable experience
* Exceptional communication skills, ability to collaborate smoothly with and convey complex ideas in a clear way to people of different backgrounds
* Be a quick learner, adaptable, and have the ability to work independently or as part of a team in a fast-paced environment
* Ability to quickly and independently learn new technologies, frameworks, and algorithms
* Proactive, result-driven and multi-tasker; creative but committed to meeting deadlines
* Very good English, written and verbal","https://www.glassdoor.co.in/Overview/W-EI_IE1038061.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009228212403","","Python Developer","Mobile Programming India Private Limited","Bengaluru","","2024-04-09","yearly",1500000.0,1500000.0,"INR",False,"","**Role Description:**  
As a Senior Python Developer, you will be responsible for designing, developing, and maintaining high-performance and scalable web applications using Python and the Django framework. You will collaborate with cross-functional teams to deliver robust solutions that meet our clients' requirements. Additionally, you will contribute to API development and integration with MongoDB databases.

**Responsibilities:**

* Develop and maintain backend components of web applications using Python and Django.
* Design and implement RESTful APIs to support frontend and mobile applications.
* Collaborate with frontend developers to integrate user-facing elements with server-side logic.
* Write efficient, reusable, and testable code following best practices.
* Optimize application performance and scalability.
* Work closely with DevOps engineers to deploy and manage applications in production environments.
* Perform code reviews, provide constructive feedback, and mentor junior team members.
* Stay updated on emerging technologies and trends in web development.

**Requirements:**

* Bachelor's degree in Computer Science, Engineering, or related field.
* 5+ years of professional experience in Python development.
* Proficiency in Django framework and ORM.
* Experience in developing and consuming RESTful APIs.
* Strong understanding of database concepts, with hands-on experience in MongoDB.
* Familiarity with front-end technologies such as HTML, CSS, and JavaScript is a plus.
* Excellent problem-solving and analytical skills.
* Ability to work effectively in a collaborative team environment.
* Strong communication and interpersonal skills.

Job Types: Full-time, Permanent

Salary: Up to ₹1,500,000.00 per year

Benefits:

* Food provided
* Health insurance
* Paid time off
* Provident Fund

Schedule:

* Monday to Friday

Supplemental pay types:

* Joining bonus
* Performance bonus

Education:

* Bachelor's (Preferred)

Experience:

* Python: 7 years (Preferred)
* total work: 7 years (Preferred)

Work Location: In person","","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009227791597","","Scrum Master - developer","FullStackTechies","Bengaluru","","2024-04-09","yearly",600000.0,700000.0,"INR",False,"","AIMLEAP is hiring:

**Agile Scrum Technical Lead- WFH (4+ Yrs)**  
Experience: 4 + years  
Location: Work from Home/Bangalore/India  
CTC: 5 lacs to 7 lacs INR per annum  
Work Time: 11 am IST to 8 pm IST (Flexi Time)  
No of positions: 2  
Educational qualification: Btech/Computer science/Data Science  
Industry: Software  
Notice Period: **Immediate**

We are seeking a dynamic and experienced Agile Scrum Lead who is passionate about project management and process optimization. This role is responsible for task allocation, task monitoring, tracking, daily standup meetings, and action point summarization to ensure project success and efficiency. The ideal candidate should possess strong Scrum and Agile expertise, along with a deep understanding of data sniggering or software development projects.

Note :

* Programming experience in python,React or similar with at least2 years of experience.
* Experience with data management concepts like ETL processes, data pipelines, and data quality assurance.

**The above is a must to apply.**

Key Responsibilities:

* Lead and facilitate Agile/Scrum ceremonies (Daily Standups, Planning, Retrospectives etc.).
* Implement and enforce task monitoring and time management practices.
* Maintain project plans, sprint backlogs, and product roadmaps with a strong focus on deadlines.
* Collaborate with data teams to define project requirements, timelines, and success criteria.
* Ensure data quality and integrity throughout the project lifecycle.
* Identify opportunities to streamline processes and improve efficiency.
* Challenge time-consuming or inefficient practices and drive process improvements.
* Implement and maintain robust task monitoring and time tracking systems.
* Ensure that daily standup meetings are held consistently and effectively.
* Summarize daily standup action points and ensure follow-through.
* Collaborate closely with cross-functional teams, including developers, data scientists, and analysts.
* Foster a culture of collaboration, transparency, and continuous improvement.
* Provide mentorship and guidance to team members.
* Communicate project status, risks, and issues to stakeholders with a strong emphasis on time management.
* Act as a liaison between technical and non-technical teams, ensuring clear and effective communication.

Qualifications:

* Bachelor’s degree in Computer Science, Engineering, or related field.
* Certified Scrum Master (CSM) or equivalent Agile certification preferred.
* Proven experience as a Scrum Master or Agile Coach in software development projects.
* Deep understanding of Agile methodologies (Scrum, Kanban, etc.) and software development practices.
* Excellent communication, facilitation, and interpersonal skills.
* Strong leadership and problem-solving abilities, with a focus on fostering collaboration and building high-performing teams.
* Ability to thrive in a fast-paced, dynamic environment and adapt quickly to changing priorities and requirements.
* Experience working with distributed teams and across different time zones is a plus.
* Familiarity with Agile tools such as Jira, Gitlab, or similar tools.
* Passion for continuous learning and professional growth in Agile practices and principles.

Job Type: Full-time

Salary: ₹600,000.00 - ₹700,000.00 per year

Benefits:

* Health insurance
* Work from home

Schedule:

* Day shift

Supplemental pay types:

* Yearly bonus

Application Question(s):

* Current CTC
* Notice Period (in days)
* Years of experience in Agile Scrum
* Have you managed data science, java,python developers team
* Frontend or backend technologies exp

Experience:

* total work: 3 years (Preferred)

Work Location: In person","https://www.glassdoor.co.in/Overview/W-EI_IE3378645.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009227923355","","Software Developer","Yarab Technologies Pvt Ltd","Bengaluru","","2024-04-09","","","","",False,"","**JD – Software Developer**

We are seeking a dedicated Software Developer to join our company. In addition to our primary offerings of insurance, risk management, reinsurance and underwriting, our group firms also engage in venture capital, Insurtech, Fintech, and Environmental and Social Governance sectors. As a Sr. Software engineer, you will work as part of a team to implement new features as well as make modifications and fix bugs in existing code.

**Job Description**

Ø Responsible for Develop and Maintain Cutting Edge Server-Side Web Applications in PHP / React & Node.

Ø Hands on experience in using frameworks like Laravel & CodeIgniter / Express etc.

Ø Responsible for Develop and managing back-end API Services and Interchange of data between the Server and the front-End HTML, CSS, JavaScript, TypeScript, jQuery/Ajax code Logic, Bootstrap etc.

Ø Definition and maintenance of the Central Database, and ensuring high performance and responsiveness to requests from the front-end

Ø Responsible for integrating front-end elements built by other team members in the project

Ø Report effectively with all task progress, evaluations, suggestions, schedules along with

Ø technical and process issues to Project Leads.

Ø Responsible to extend any levels of application support management.

Ø Willingness to learn innovative technologies, tools, trends, and best practices in the industry.

**Mandatory skills**

Ø Minimum 4+ year experience in PHP / Node & React.

Ø Preferred skills Bachelor’s degree in computer science, engineering, or a related technical field.

Ø Integrate external software libraries and APIs into existing projects.

Ø In depth knowledge of object-oriented PHP and Frameworks such as Laravel/CodeIgniter or Node & React.

Ø Hands on experience in HTML5, CSS3, Bootstrap, SASS, JavaScript, jQuery, Ajax

Ø Experience in Python is an added advantage.

Ø Deep knowledge in SQL/MySQL.

Ø Basic knowledge in databases like PostgreSQL, MongoDB etc.

Ø Knowledge in Database Views, Stored Procedures, Triggers etc. Would be an added advantage.

Ø Skilled in problem evaluation and logic building

Ø Self-starter, target driven and requiring minimum supervision.

Ø Organized thinking in solution management.

Ø Basic knowledge in version control of applications using GIT/Bitbucket

Ø Basic knowledge in AWS

Job Type: Full-time

Experience:

* 5 month: 4 years (Required)

Work Location: In person","","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009227727749","","Application Developer","Accenture","Bengaluru","","2024-04-09","","","","",False,"","**Project Role :** Application Developer  

**Project Role Description :** Design, build and configure applications to meet business process and application requirements.
  

**Must have skills :** Microservices and Light Weight Architecture  

**Good to have skills :** Accenture Delivery Methods (ADM), abinitio, good communication  

Minimum **3** year(s) of experience is required  

**Educational Qualification :** Full time Graduation  

  

Summary: As an Application Developer, you will be responsible for designing, building, and configuring applications to meet business process and application requirements using Microservices and Light Weight Architecture. Your typical day will involve collaborating with cross-functional teams, developing and testing applications, and ensuring the quality of the final product. Roles & Responsibilities: - Design, develop, and test applications using Microservices and Light Weight Architecture. - Collaborate with cross-functional teams to identify and prioritize application requirements. - Ensure the quality of the final product by conducting thorough testing and debugging. - Develop and maintain technical documentation for applications and systems. - Stay updated with the latest advancements in technology and industry trends. Professional & Technical Skills: - Must To Have Skills: Experience in Microservices and Light Weight Architecture. - Good To Have Skills: Experience with Accenture Delivery Methods (ADM). - Strong understanding of software engineering principles and best practices. - Experience with programming languages such as Java, Python, or Ruby. - Experience with database technologies such as SQL or NoSQL. - Experience with version control systems such as Git or SVN. Additional Information: - The candidate should have a minimum of 3 years of experience in Microservices and Light Weight Architecture. - This position is based at our Bengaluru office.


  

Full time Graduation","https://www.glassdoor.co.in/Overview/W-EI_IE4138.htm","","","","","","","","","",""
"indeed","https://in.indeed.com/viewjob?jk=2a1cd8880ab4ffb0","https://grnh.se/21e140391us","Senior ERP Specialist","Unity Technologies","KA, IN","","2024-04-11","","","","",False,"DPO@unity.com","### **The opportunity**



Join our Enterprise Technology team as a Senior ERP Specialist (Revenue, Accounting) focused on Revenue and Accounting. As a key player, you'll contribute to the development of cutting-edge solutions, ensuring accurate revenue recognition and accounting processes.



At Unity, you'll make a difference. In a collaborative, fast-growing environment, we're redefining development, solving hard problems, and enabling the success of our community. Inclusion at Unity is driven by one overarching framework: Empathy, Respect, and Opportunity.



This is a hybrid position based in our Bangalore office.


### **What you'll be doing**


* Designing and implementing financial technology solutions for revenue processes and automation
* Integrating financial systems like Salesforce, Workday ERP, Zuora, FloQast, Blackline, Avalara etc and ensuring seamless data flow
* Automating processes to improve efficiency and reduce manual efforts
* Your expertise will streamline revenue and accounting processes, driving efficiency and compliance across the organization
* Collaborate with cross-functional teams to design and implement financial technology solutions
* Contribute to the seamless integration of financial systems and data mapping processes
* Play a crucial role in ensuring compliance with financial regulations and accounting standards
* Establish scalable financial systems that support the organization's growth, setting new standards in FinTech excellence

### **What we're looking for**


* Strong understanding of financial systems, accounting principles, and revenue recognition
* Experience leading global and/or LE Workday engagements
* 2+ years of experience in programming languages (e.g., Python, Java)
* Techno Functional implementation experience with 2+ complex, full lifecycle Workday Financials implementations
* 6+ years' experience implementing any combination of Workday Financials Accounts Receivables (AR), General Ledger (GL), Subledger Accounting (SLA), Accounts Payables (AP), Cash Management, Fixed Assets, or Treasury
* Experience in Accounting Center and Prism

### **You might also have**


* Proficiency in multiple business processes: (P2P, OTC, GL, FA, Budgeting, Cash Management, etc…)
* Workday Pro or Workday Financials Implementer certification in at least 1 area (Record to Report, Order to Cash, Purchase to Pay, Adaptive Planning). Workday Financials Reporting experience a plus
* Other leading Cloud based SaaS financial application implementation experience: (Oracle E-Business Suite, NetSuite, Oracle Cloud ERP, SAP, etc.)


**Life at Unity**



Unity (NYSE: U) is the world's leading platform for creating and operating real-time 3D (RT3D) content. Creators, ranging from game developers to artists, architects, automotive designers, filmmakers, and others, use Unity to make their imaginations come to life. Unity is the foundation upon which the world's most powerful digital content is created. Specifically, Unity's platform provides a comprehensive set of software solutions to create, run and monetize interactive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices.



In the fourth quarter of 2022, more than 70% of the top 1000 mobile games were made with Unity as derived from a blended number of the top 1000 games in the Google Play Store and Apple App Store. In 2022, Made with Unity Applications had more than 4 billion downloads per month. For more information, please visit www.unity.com.


*Unity is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, disability, gender, or any other protected status in accordance with applicable law.* *If there are preparations or accommodations we can make to help ensure you have a comfortable and positive interview experience, please fill out* *this form* *to let us know.*


*This position requires the incumbent to have a sufficient knowledge of English to have professional verbal and written exchanges in this language since the performance of the duties related to this position requires frequent and regular communication with colleagues and partners located worldwide and whose common language is English.*


*Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. Unity does not accept unsolicited headhunter and agency resumes. Unity will not pay fees to any third-party agency or company that does not have a signed agreement with Unity.*


*Your privacy is important to us. Please take a moment to review our**Prospect* *and**Applicant* *Privacy Policies. Should you have any concerns about your privacy, please contact us at DPO@unity.com.*



#LI-CW2 #SEN","https://in.indeed.com/cmp/Unity-Technologies","http://unity3d.com/","Unity is headquartered in San Francisco and has offices around the world. 
See our current office locations: unity3d.com/contact/addresses"," Internet And Software","5,001 to 10,000","$500M to $1B (USD)","The world is a better place with more creators in it.. Our mission at Unity is to democratize game development, solve hard problems, and enable developer success.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/1190760c9cec0e50f44d55e2bf9df185","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/fb4a8eaee390f15fc704c8d80ec1787f","John Riccitiello",""
"indeed","https://in.indeed.com/viewjob?jk=0997482bf16fdc04","https://eklm.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/17130/?utm_medium=jobshare","India-Bangalore: Developer - Business Intelligence","Wesco","KA, IN","fulltime","2024-04-11","","","","",False,"","As a Developer - Business Intelligence, you will report to the Business Intelligence Manager who is responsible for tools and technology supporting the company’s profitability initiative. You will be responsible for creating Power BI reporting and design, PowerApps applications, SQL table design, automation tooling, and possibly machine learning models.

**Responsibilities:**

* Develop and maintain new and existing Power BI reporting
* Develop and maintain PowerApps for the business
* Work with SQL databases to create new tables and views, along with querying existing data
* Participate in User Acceptance Testing for new enhancements
* Partner with Profitability team to provide technical support for existing and new toolsets
* Partner with Business Units to develop enhancements to better support the business
* Work with IT to automate and improve processes as they arise for the new consolidated organization
* Responsible for maintaining process documentation and technical specs based on changing IT landscape and business requirements

**Qualifications:**

* Associates’ Degree (U.S.)/College Diploma (Canada) required; Bachelor’s Degree - Computer Science, Software Engineering, or related discipline preferred
* Licenses/Certificates/Designations - Power BI or Tableau certified preferred
* 2-4 years experience in BI development or coding with SQL
* 2-4 years Programming background/knowledge (SQL, Python, DAX, R, or M)
* Experience with Power BI or other visualization software
* Intermediate/expert knowledge of Access and Excel which include Pivot tables, VLOOKUPs, complex logic statements, VBA knowledge, complex queries/macros
* Possess strong analytical and problem-solving skills
* Decision making skills along with strong oral, written, and interpersonal skills
* Knowledge of star schema data modeling
* Experience with Microsoft PowerApps and/or Power Automate
* Knowledge of SSRS and Report Builder
* Interest in AI / ML development or knowledge of Azure Cognitive

*Wesco International, Inc., including its subsidiaries and affiliates (""Wesco"") provides equal employment opportunities to all employees and applicants for employment. Employment decisions are made without regard to race, religion, color, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, or other characteristics protected by law. US applicants only, we are an Equal Opportunity and Affirmative Action Employer.*","https://in.indeed.com/cmp/Wesco-2c7acb71","http://www.wesco.com","225 West Station Square Drive, Suite 700 Pittsburgh, PA 15219"," Computers And Electronics","10,000+","$5B to $10B (USD)","Headquartered in Pittsburgh, Wesco is a publicly traded (NYSE: WCC) FORTUNE 500® company with 2021 net sales of $18.2 billion.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f0a217be01fa23a939ec4312c3f5bf9e","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/2c8704e9618da090615c3177ce430686","John J. Engel",""
"indeed","https://in.indeed.com/viewjob?jk=d67a47365d438ceb","https://dentsuaegis.wd3.myworkdayjobs.com/en-US/DAN_GLOBAL/job/DGS-India---Bengaluru---Manyata-N1-Block/Campaign-Specialist_R1050079","Campaign Specialist","Dentsu Aegis Network","KA, IN","fulltime","2024-04-11","","","","",False,"","The purpose of this role is to independently execute the campaign process, from instruction receipt to file production, with the highest level of accuracy. This role understands, customizes and optimizes the entire campaign management process, to include new campaign requirements, development test, production execution and quality control.
Job Title:
Campaign Specialist
Job Description:
Total Experience : 7 to 9 Years
Must Have Skills :* Adobe Campaign implementations
* An ambitious and quality-oriented consultant who know how to turn business requirements into technical solutions
* 4-6 years’ experience as technical consultant, preferably at an agency working with digital marketing solutions
* Worked with client-based projects and know how to service clients, including handling deadlines within agreed budget
* Experience in Workflow Engines
* A great understanding of and ability to design database design and modelling
* Marketing domain knowledge (nice to have)
* full working knowledge of technologies like SQL, XML, JSON, JavaScript, HTML and CSS
* Ability to write complex SQL queries and complex stored procedures.
* Web app development


Good to Have Skills :* Experience in Adobe experience cloud implementations use cases
* SME in Implementing Integrated Adobe Experience Cloud applications viz Adobe Target, Adobe Campaign, Adobe Audience Manager, Adobe Analytics and Adobe DTM
* One or more Programming Skills Python, Java etc


Key Responsibilities :* Implementing the architecture in corporation with the project team & stakeholders
* Delivery of Adobe Campaign, Unica, RedPoint & Salesforce projects
* Working out which solution to use based on cost-benefit analysis and research
* Explaining to designers and developers what's required and overseeing the progress
* Feedback, summary and information about your projects, agreeing plans with the stakeholders and breaking down large-scale projects into manageable chunks


Location:
DGS India - Bengaluru - Manyata N1 Block
Brand:
Merkle
Time Type:
Full time
Contract Type:
Permanent","https://in.indeed.com/cmp/Dentsu-Aegis-Network","https://www.dentsuaegisnetwork.com/de/de/karriere","Dentsu Aegis Network Germany GmbH
Kreuzberger Ring 19, 65205 Wiesbaden"," Media News And Publishing","1,001 to 5,000","","Wir sind über 1.500 Experten für Media, Digital, Performance und Mobile, wir sind Social Pioneers, Forscher, Data Manager, Kreative, Strategen, Querdenker und Visionäre.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/6af1b0cf7713f945c0c156f5eb252398","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/28388cb6ad31b8cdd97cab630d3d750c","",""
"indeed","https://in.indeed.com/viewjob?jk=c93c9d9738d85cea","https://www.emids.com/careers/career/?gh_jid=5950807003","Sr. React Developer (React + Python) || 4+yrs || RR/390/2024","eMids Technologies","KA, IN","","2024-04-11","","","","",False,"","**Primary Skill:** React


**Secondary Skill:** Basic Python/ Django


**Good to have:** SQL


**Exp: 4-7 yrs**


* Develop user-friendly interfaces using React and related libraries for scheduling reports and building SQL queries.


* Experience with Redux for state management and RTK Query for efficient data fetching.


* Collaborate with cross-functional teams to design and implement new features.


* Optimize application performance and ensure scalability using client side and server side caching.


* Proficiency in Python Django for backend development to support client tasks and metadata of reports.","https://in.indeed.com/cmp/Emids-Technologies","http://www.emids.com","520 Royal Parkway 
Nashville, TN 37214"," Health Care","501 to 1,000","$5M to $25M (USD)","eMids Technologies is an industry leader in the ""convergence"" of IT and consulting for the healthcare industry.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f3e3b63fc07f159aa7d81be693542d32","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/b2dbc9c366bd51a0dc28bc5925d99284","Saurabh Sinha","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/4189d44ba949bb40085e41324a665599"
